epoch,loss,lr,val_loss
0,0.02731975298374891,0.001,0.016479495745152235
1,0.017797851617448034,0.001,0.015901768393814564
2,0.017437847875989974,0.001,0.016514603625983
3,0.01601601566001773,0.001,0.015575014743953943
4,0.01621127170138061,0.001,0.015415747575461864
5,0.01574580931663513,0.001,0.016372571624815466
6,0.015389607371762395,0.001,0.014432960320264102
7,0.014597001968882977,0.001,0.015292851626873017
8,0.014507401278242469,0.001,0.013853282313793897
9,0.014755781604908407,0.001,0.013340229727327823
10,0.01384026415552944,0.001,0.014837665129452943
11,0.013680369282141327,0.001,0.013619548231363297
12,0.013394651297479868,0.001,0.014789369087666274
13,0.013048945657908916,0.001,0.013590524345636368
14,0.0127393700722605,0.001,0.014184344168752432
15,0.01195978547167033,0.001,0.012853116896003484
16,0.011800366493873298,0.001,0.011098945271223784
17,0.011425161307677626,0.001,0.010527029279619455
18,0.011373796819709242,0.001,0.010803117752075195
19,0.01119925400801003,0.001,0.010266048870980739
20,0.011200220215134322,0.001,0.010499136745929718
21,0.010610408327542245,0.001,0.011009350586682558
22,0.010475665910169482,0.001,0.010868782866746187
23,0.010457781546749175,0.001,0.010113810785114766
24,0.010383858841843903,0.001,0.009787922520190477
25,0.010373999779112637,0.001,0.009931462686508893
26,0.01001230751350522,0.001,0.009586891252547502
27,0.01015218183863908,0.001,0.009515159577131272
28,0.009862331881187856,0.001,0.009647984057664871
29,0.00999291010433808,0.001,0.009908022321760655
30,0.009981867430731654,0.001,0.01000864665955305
31,0.009858634864911437,0.001,0.00958836767822504
32,0.00972108110692352,0.001,0.009475891292095185
33,0.009704671711660921,0.001,0.00955165270715952
34,0.009649672348052264,0.001,0.009751001242548227
35,0.00972686554538086,0.001,0.011595957241952419
36,0.00956966325826943,0.001,0.009668489675968886
37,0.009547795849852264,0.001,0.00925418084487319
38,0.00947488420503214,0.001,0.008905226066708564
39,0.009399597475770861,0.001,0.009287538528442383
40,0.009387640573084355,0.001,0.009165861811488867
41,0.009309828449971974,0.001,0.008837333461269737
42,0.00929830396687612,0.001,0.009264098480343819
43,0.0092611492164433,0.001,0.00876700165681541
44,0.009184110257774592,0.001,0.009198456136509776
45,0.00910866696946323,0.001,0.00885598011314869
46,0.009312477849889547,0.001,0.008615728253498673
47,0.009066739460919052,0.001,0.008969863168895245
48,0.009162086583208292,0.001,0.008532397830858827
49,0.009207360958680511,0.001,0.008905062880367041
50,0.00816424240032211,0.000100000005,0.008090823786333204
51,0.008067025857046247,0.000100000005,0.008098700428381561
52,0.008028118648566306,0.000100000005,0.008174392115324735
53,0.00802624777564779,0.000100000005,0.007904088571667672
54,0.008020712189376354,0.000100000005,0.008008219227194786
55,0.007994710767641664,0.000100000005,0.007920405715703965
56,0.007967078223824501,0.000100000005,0.007863157466053962
57,0.007961682310327888,0.000100000005,0.007796277534216642
58,0.00795051910635084,0.000100000005,0.007877735495567322
59,0.007955223616212606,0.000100000005,0.007840172685682774
60,0.0079381322870031,0.000100000005,0.007846522917971015
61,0.007949979701545089,0.000100000005,0.007903994293883443
62,0.007900284831877798,0.000100000005,0.007840333404019476
63,0.007887747979722918,0.000100000005,0.007837027674540878
64,0.007905023746658116,0.000100000005,0.00787193039432168
65,0.007898364578839391,0.000100000005,0.007707170313224197
66,0.007910655122250318,0.000100000005,0.007824426945298911
67,0.007872962121851743,0.000100000005,0.007821268262341618
68,0.007890174365136773,0.000100000005,0.007794212028384209
69,0.007879812318366021,0.000100000005,0.007825758755207062
70,0.00787195439171046,0.000100000005,0.007852124441415071
71,0.00787440538732335,0.000100000005,0.007741601830348372
72,0.007847113403957337,0.000100000005,0.007729709660634398
73,0.0078490880462341,0.000100000005,0.007710131537169218
74,0.007829271416179836,0.000100000005,0.007748568104580045
75,0.007860875810496508,0.000100000005,0.00784313871525228
76,0.007848801747430117,0.000100000005,0.007784951366484165
77,0.007838044103700668,0.000100000005,0.00788839346729219
78,0.007842826602049172,0.000100000005,0.007777862045913935
79,0.007787405504845083,0.000100000005,0.007869065050035715
80,0.007742284550797195,2.0000001e-05,0.007708197357133031
81,0.007723490093369037,2.0000001e-05,0.007853591367602348
82,0.007767651760019362,2.0000001e-05,0.007693061754107475
83,0.007734200255479664,2.0000001e-05,0.007589296624064446
84,0.007772350849583745,2.0000001e-05,0.007669647606089711
85,0.007747441466897726,2.0000001e-05,0.007724930671975017
86,0.007699983203783631,2.0000001e-05,0.007758963648229838
87,0.007721791392192244,2.0000001e-05,0.007660468062385917
88,0.00775076366122812,2.0000001e-05,0.0076698338519781825
89,0.007729658318683505,2.0000001e-05,0.0077393218223005536
90,0.007749222268350423,2.0000001e-05,0.0076824160385876895
91,0.007709723560139537,2.0000001e-05,0.007605110788717866
92,0.007739659011363983,2.0000001e-05,0.007715505342930556
93,0.007708972050342709,2.0000001e-05,0.007694283872842789
94,0.007698648517020046,2.0000001e-05,0.0077229158114641904
95,0.007721129044890404,1.0000001e-05,0.007638722900301218
96,0.0077379820877686144,1.0000001e-05,0.0077084961347281935
97,0.00770616947626695,1.0000001e-05,0.007673513554036618
98,0.007700192213058472,1.0000001e-05,0.007644540742039681
99,0.007727972979191691,1.0000001e-05,0.007780292583629489
